,Region,Country,State,City,Month,Day,Year,AvgTemperature
549249,Asia,Uzbekistan,,Tashkent,1,1,1995,40.3
549250,Asia,Uzbekistan,,Tashkent,1,2,1995,40.6
549251,Asia,Uzbekistan,,Tashkent,1,3,1995,42.5
549252,Asia,Uzbekistan,,Tashkent,1,4,1995,41.6
549253,Asia,Uzbekistan,,Tashkent,1,5,1995,44.0
549254,Asia,Uzbekistan,,Tashkent,1,6,1995,29.3
549255,Asia,Uzbekistan,,Tashkent,1,7,1995,21.3
549256,Asia,Uzbekistan,,Tashkent,1,8,1995,22.2
549257,Asia,Uzbekistan,,Tashkent,1,9,1995,22.7
549258,Asia,Uzbekistan,,Tashkent,1,10,1995,24.0
549259,Asia,Uzbekistan,,Tashkent,1,11,1995,34.8
549260,Asia,Uzbekistan,,Tashkent,1,12,1995,38.4
549261,Asia,Uzbekistan,,Tashkent,1,13,1995,41.1
549262,Asia,Uzbekistan,,Tashkent,1,14,1995,35.2
549263,Asia,Uzbekistan,,Tashkent,1,15,1995,31.7
549264,Asia,Uzbekistan,,Tashkent,1,16,1995,31.0
549265,Asia,Uzbekistan,,Tashkent,1,17,1995,32.7
549266,Asia,Uzbekistan,,Tashkent,1,18,1995,37.7
549267,Asia,Uzbekistan,,Tashkent,1,19,1995,32.5
549268,Asia,Uzbekistan,,Tashkent,1,20,1995,33.4
549269,Asia,Uzbekistan,,Tashkent,1,21,1995,31.8
549270,Asia,Uzbekistan,,Tashkent,1,22,1995,33.8
549271,Asia,Uzbekistan,,Tashkent,1,23,1995,31.2
549272,Asia,Uzbekistan,,Tashkent,1,24,1995,36.5
549273,Asia,Uzbekistan,,Tashkent,1,25,1995,33.6
549274,Asia,Uzbekistan,,Tashkent,1,26,1995,32.8
549275,Asia,Uzbekistan,,Tashkent,1,27,1995,40.6
549276,Asia,Uzbekistan,,Tashkent,1,28,1995,34.7
549277,Asia,Uzbekistan,,Tashkent,1,29,1995,37.4
549278,Asia,Uzbekistan,,Tashkent,1,30,1995,40.6
549279,Asia,Uzbekistan,,Tashkent,1,31,1995,41.0
549280,Asia,Uzbekistan,,Tashkent,2,1,1995,43.7
549281,Asia,Uzbekistan,,Tashkent,2,2,1995,45.5
549282,Asia,Uzbekistan,,Tashkent,2,3,1995,45.9
549283,Asia,Uzbekistan,,Tashkent,2,4,1995,47.4
549284,Asia,Uzbekistan,,Tashkent,2,5,1995,54.0
549285,Asia,Uzbekistan,,Tashkent,2,6,1995,45.8
549286,Asia,Uzbekistan,,Tashkent,2,7,1995,37.1
549287,Asia,Uzbekistan,,Tashkent,2,8,1995,43.2
549288,Asia,Uzbekistan,,Tashkent,2,9,1995,49.2
549289,Asia,Uzbekistan,,Tashkent,2,10,1995,46.9
549290,Asia,Uzbekistan,,Tashkent,2,11,1995,42.9
549291,Asia,Uzbekistan,,Tashkent,2,12,1995,44.2
549292,Asia,Uzbekistan,,Tashkent,2,13,1995,45.9
549293,Asia,Uzbekistan,,Tashkent,2,14,1995,44.1
549294,Asia,Uzbekistan,,Tashkent,2,15,1995,43.4
549295,Asia,Uzbekistan,,Tashkent,2,16,1995,40.4
549296,Asia,Uzbekistan,,Tashkent,2,17,1995,27.7
549297,Asia,Uzbekistan,,Tashkent,2,18,1995,26.3
549298,Asia,Uzbekistan,,Tashkent,2,19,1995,29.2
549299,Asia,Uzbekistan,,Tashkent,2,20,1995,31.6
549300,Asia,Uzbekistan,,Tashkent,2,21,1995,35.5
549301,Asia,Uzbekistan,,Tashkent,2,22,1995,37.9
549302,Asia,Uzbekistan,,Tashkent,2,23,1995,42.2
549303,Asia,Uzbekistan,,Tashkent,2,24,1995,46.3
549304,Asia,Uzbekistan,,Tashkent,2,25,1995,40.8
549305,Asia,Uzbekistan,,Tashkent,2,26,1995,33.1
549306,Asia,Uzbekistan,,Tashkent,2,27,1995,32.9
549307,Asia,Uzbekistan,,Tashkent,2,28,1995,34.1
549308,Asia,Uzbekistan,,Tashkent,3,1,1995,39.0
549309,Asia,Uzbekistan,,Tashkent,3,2,1995,45.2
549310,Asia,Uzbekistan,,Tashkent,3,3,1995,38.0
549311,Asia,Uzbekistan,,Tashkent,3,4,1995,40.7
549312,Asia,Uzbekistan,,Tashkent,3,5,1995,38.1
549313,Asia,Uzbekistan,,Tashkent,3,6,1995,41.5
549314,Asia,Uzbekistan,,Tashkent,3,7,1995,41.7
549315,Asia,Uzbekistan,,Tashkent,3,8,1995,43.6
549316,Asia,Uzbekistan,,Tashkent,3,9,1995,44.7
549317,Asia,Uzbekistan,,Tashkent,3,10,1995,46.4
549318,Asia,Uzbekistan,,Tashkent,3,11,1995,44.1
549319,Asia,Uzbekistan,,Tashkent,3,12,1995,48.4
549320,Asia,Uzbekistan,,Tashkent,3,13,1995,39.5
549321,Asia,Uzbekistan,,Tashkent,3,14,1995,33.1
549322,Asia,Uzbekistan,,Tashkent,3,15,1995,37.1
549323,Asia,Uzbekistan,,Tashkent,3,16,1995,52.2
549324,Asia,Uzbekistan,,Tashkent,3,17,1995,64.2
549325,Asia,Uzbekistan,,Tashkent,3,18,1995,66.9
549326,Asia,Uzbekistan,,Tashkent,3,19,1995,53.2
549327,Asia,Uzbekistan,,Tashkent,3,20,1995,48.8
549328,Asia,Uzbekistan,,Tashkent,3,21,1995,49.5
549329,Asia,Uzbekistan,,Tashkent,3,22,1995,51.1
549330,Asia,Uzbekistan,,Tashkent,3,23,1995,54.6
549331,Asia,Uzbekistan,,Tashkent,3,24,1995,56.4
549332,Asia,Uzbekistan,,Tashkent,3,25,1995,54.9
549333,Asia,Uzbekistan,,Tashkent,3,26,1995,62.6
549334,Asia,Uzbekistan,,Tashkent,3,27,1995,56.6
549335,Asia,Uzbekistan,,Tashkent,3,28,1995,48.4
549336,Asia,Uzbekistan,,Tashkent,3,29,1995,50.1
549337,Asia,Uzbekistan,,Tashkent,3,30,1995,52.2
549338,Asia,Uzbekistan,,Tashkent,3,31,1995,56.3
549339,Asia,Uzbekistan,,Tashkent,4,1,1995,55.2
549340,Asia,Uzbekistan,,Tashkent,4,2,1995,55.6
549341,Asia,Uzbekistan,,Tashkent,4,3,1995,57.8
549342,Asia,Uzbekistan,,Tashkent,4,4,1995,60.7
549343,Asia,Uzbekistan,,Tashkent,4,5,1995,62.3
549344,Asia,Uzbekistan,,Tashkent,4,6,1995,60.2
549345,Asia,Uzbekistan,,Tashkent,4,7,1995,55.3
549346,Asia,Uzbekistan,,Tashkent,4,8,1995,47.2
549347,Asia,Uzbekistan,,Tashkent,4,9,1995,52.2
549348,Asia,Uzbekistan,,Tashkent,4,10,1995,57.2
549349,Asia,Uzbekistan,,Tashkent,4,11,1995,60.8
549350,Asia,Uzbekistan,,Tashkent,4,12,1995,63.6
549351,Asia,Uzbekistan,,Tashkent,4,13,1995,61.1
549352,Asia,Uzbekistan,,Tashkent,4,14,1995,54.0
549353,Asia,Uzbekistan,,Tashkent,4,15,1995,57.4
549354,Asia,Uzbekistan,,Tashkent,4,16,1995,64.3
549355,Asia,Uzbekistan,,Tashkent,4,17,1995,69.4
549356,Asia,Uzbekistan,,Tashkent,4,18,1995,64.7
549357,Asia,Uzbekistan,,Tashkent,4,19,1995,63.6
549358,Asia,Uzbekistan,,Tashkent,4,20,1995,63.8
549359,Asia,Uzbekistan,,Tashkent,4,21,1995,63.5
549360,Asia,Uzbekistan,,Tashkent,4,22,1995,60.0
549361,Asia,Uzbekistan,,Tashkent,4,23,1995,61.4
549362,Asia,Uzbekistan,,Tashkent,4,24,1995,62.2
549363,Asia,Uzbekistan,,Tashkent,4,25,1995,64.6
549364,Asia,Uzbekistan,,Tashkent,4,26,1995,65.8
549365,Asia,Uzbekistan,,Tashkent,4,27,1995,68.0
549366,Asia,Uzbekistan,,Tashkent,4,28,1995,65.9
549367,Asia,Uzbekistan,,Tashkent,4,29,1995,71.3
549368,Asia,Uzbekistan,,Tashkent,4,30,1995,69.0
549369,Asia,Uzbekistan,,Tashkent,5,1,1995,71.4
549370,Asia,Uzbekistan,,Tashkent,5,2,1995,72.4
549371,Asia,Uzbekistan,,Tashkent,5,3,1995,76.7
549372,Asia,Uzbekistan,,Tashkent,5,4,1995,71.1
549373,Asia,Uzbekistan,,Tashkent,5,5,1995,73.3
549374,Asia,Uzbekistan,,Tashkent,5,6,1995,78.1
549375,Asia,Uzbekistan,,Tashkent,5,7,1995,79.5
549376,Asia,Uzbekistan,,Tashkent,5,8,1995,76.6
549377,Asia,Uzbekistan,,Tashkent,5,9,1995,70.2
549378,Asia,Uzbekistan,,Tashkent,5,10,1995,67.0
549379,Asia,Uzbekistan,,Tashkent,5,11,1995,70.8
549380,Asia,Uzbekistan,,Tashkent,5,12,1995,72.4
549381,Asia,Uzbekistan,,Tashkent,5,13,1995,71.5
549382,Asia,Uzbekistan,,Tashkent,5,14,1995,72.1
549383,Asia,Uzbekistan,,Tashkent,5,15,1995,72.8
549384,Asia,Uzbekistan,,Tashkent,5,16,1995,69.7
549385,Asia,Uzbekistan,,Tashkent,5,17,1995,70.2
549386,Asia,Uzbekistan,,Tashkent,5,18,1995,65.5
549387,Asia,Uzbekistan,,Tashkent,5,19,1995,65.1
549388,Asia,Uzbekistan,,Tashkent,5,20,1995,69.6
549389,Asia,Uzbekistan,,Tashkent,5,21,1995,70.9
549390,Asia,Uzbekistan,,Tashkent,5,22,1995,67.6
549391,Asia,Uzbekistan,,Tashkent,5,23,1995,63.5
549392,Asia,Uzbekistan,,Tashkent,5,24,1995,61.9
549393,Asia,Uzbekistan,,Tashkent,5,25,1995,64.3
549394,Asia,Uzbekistan,,Tashkent,5,26,1995,56.2
549395,Asia,Uzbekistan,,Tashkent,5,27,1995,62.5
549396,Asia,Uzbekistan,,Tashkent,5,28,1995,65.6
549397,Asia,Uzbekistan,,Tashkent,5,29,1995,63.0
549398,Asia,Uzbekistan,,Tashkent,5,30,1995,67.4
549399,Asia,Uzbekistan,,Tashkent,5,31,1995,70.3
549400,Asia,Uzbekistan,,Tashkent,6,1,1995,73.4
549401,Asia,Uzbekistan,,Tashkent,6,2,1995,75.8
549402,Asia,Uzbekistan,,Tashkent,6,3,1995,72.4
549403,Asia,Uzbekistan,,Tashkent,6,4,1995,75.4
549404,Asia,Uzbekistan,,Tashkent,6,5,1995,79.2
549405,Asia,Uzbekistan,,Tashkent,6,6,1995,78.8
549406,Asia,Uzbekistan,,Tashkent,6,7,1995,84.2
549407,Asia,Uzbekistan,,Tashkent,6,8,1995,81.7
549408,Asia,Uzbekistan,,Tashkent,6,9,1995,75.4
549409,Asia,Uzbekistan,,Tashkent,6,10,1995,76.5
549410,Asia,Uzbekistan,,Tashkent,6,11,1995,76.4
549411,Asia,Uzbekistan,,Tashkent,6,12,1995,77.5
549412,Asia,Uzbekistan,,Tashkent,6,13,1995,75.5
549413,Asia,Uzbekistan,,Tashkent,6,14,1995,79.9
549414,Asia,Uzbekistan,,Tashkent,6,15,1995,83.1
549415,Asia,Uzbekistan,,Tashkent,6,16,1995,84.6
549416,Asia,Uzbekistan,,Tashkent,6,17,1995,82.6
549417,Asia,Uzbekistan,,Tashkent,6,18,1995,83.1
549418,Asia,Uzbekistan,,Tashkent,6,19,1995,84.2
549419,Asia,Uzbekistan,,Tashkent,6,20,1995,79.4
549420,Asia,Uzbekistan,,Tashkent,6,21,1995,79.1
549421,Asia,Uzbekistan,,Tashkent,6,22,1995,81.7
549422,Asia,Uzbekistan,,Tashkent,6,23,1995,84.7
549423,Asia,Uzbekistan,,Tashkent,6,24,1995,80.7
549424,Asia,Uzbekistan,,Tashkent,6,25,1995,77.4
549425,Asia,Uzbekistan,,Tashkent,6,26,1995,77.7
549426,Asia,Uzbekistan,,Tashkent,6,27,1995,78.9
549427,Asia,Uzbekistan,,Tashkent,6,28,1995,79.5
549428,Asia,Uzbekistan,,Tashkent,6,29,1995,81.9
549429,Asia,Uzbekistan,,Tashkent,6,30,1995,83.7
549430,Asia,Uzbekistan,,Tashkent,7,1,1995,87.7
549431,Asia,Uzbekistan,,Tashkent,7,2,1995,87.6
549432,Asia,Uzbekistan,,Tashkent,7,3,1995,85.6
549433,Asia,Uzbekistan,,Tashkent,7,4,1995,83.6
549434,Asia,Uzbekistan,,Tashkent,7,5,1995,82.5
549435,Asia,Uzbekistan,,Tashkent,7,6,1995,83.4
549436,Asia,Uzbekistan,,Tashkent,7,7,1995,83.2
549437,Asia,Uzbekistan,,Tashkent,7,8,1995,82.4
549438,Asia,Uzbekistan,,Tashkent,7,9,1995,82.7
549439,Asia,Uzbekistan,,Tashkent,7,10,1995,83.7
549440,Asia,Uzbekistan,,Tashkent,7,11,1995,82.7
549441,Asia,Uzbekistan,,Tashkent,7,12,1995,83.0
549442,Asia,Uzbekistan,,Tashkent,7,13,1995,83.8
549443,Asia,Uzbekistan,,Tashkent,7,14,1995,85.9
549444,Asia,Uzbekistan,,Tashkent,7,15,1995,88.6
549445,Asia,Uzbekistan,,Tashkent,7,16,1995,91.2
549446,Asia,Uzbekistan,,Tashkent,7,17,1995,91.9
549447,Asia,Uzbekistan,,Tashkent,7,18,1995,85.0
549448,Asia,Uzbekistan,,Tashkent,7,19,1995,78.8
549449,Asia,Uzbekistan,,Tashkent,7,20,1995,75.4
549450,Asia,Uzbekistan,,Tashkent,7,21,1995,80.2
549451,Asia,Uzbekistan,,Tashkent,7,22,1995,85.0
549452,Asia,Uzbekistan,,Tashkent,7,23,1995,87.8
549453,Asia,Uzbekistan,,Tashkent,7,24,1995,71.8
549454,Asia,Uzbekistan,,Tashkent,7,25,1995,70.6
549455,Asia,Uzbekistan,,Tashkent,7,26,1995,79.3
549456,Asia,Uzbekistan,,Tashkent,7,27,1995,82.2
549457,Asia,Uzbekistan,,Tashkent,7,28,1995,80.7
549458,Asia,Uzbekistan,,Tashkent,7,29,1995,82.1
549459,Asia,Uzbekistan,,Tashkent,7,30,1995,83.4
549460,Asia,Uzbekistan,,Tashkent,7,31,1995,85.1
549461,Asia,Uzbekistan,,Tashkent,8,1,1995,85.3
549462,Asia,Uzbekistan,,Tashkent,8,2,1995,84.0
549463,Asia,Uzbekistan,,Tashkent,8,3,1995,84.2
549464,Asia,Uzbekistan,,Tashkent,8,4,1995,85.1
549465,Asia,Uzbekistan,,Tashkent,8,5,1995,84.7
549466,Asia,Uzbekistan,,Tashkent,8,6,1995,80.4
549467,Asia,Uzbekistan,,Tashkent,8,7,1995,79.9
549468,Asia,Uzbekistan,,Tashkent,8,8,1995,79.2
549469,Asia,Uzbekistan,,Tashkent,8,9,1995,80.4
549470,Asia,Uzbekistan,,Tashkent,8,10,1995,84.3
549471,Asia,Uzbekistan,,Tashkent,8,11,1995,83.5
549472,Asia,Uzbekistan,,Tashkent,8,12,1995,84.3
549473,Asia,Uzbekistan,,Tashkent,8,13,1995,87.6
549474,Asia,Uzbekistan,,Tashkent,8,14,1995,85.6
549475,Asia,Uzbekistan,,Tashkent,8,15,1995,80.0
549476,Asia,Uzbekistan,,Tashkent,8,16,1995,80.0
549477,Asia,Uzbekistan,,Tashkent,8,17,1995,77.5
549478,Asia,Uzbekistan,,Tashkent,8,18,1995,79.9
549479,Asia,Uzbekistan,,Tashkent,8,19,1995,82.9
549480,Asia,Uzbekistan,,Tashkent,8,20,1995,76.8
549481,Asia,Uzbekistan,,Tashkent,8,21,1995,72.5
549482,Asia,Uzbekistan,,Tashkent,8,22,1995,75.3
549483,Asia,Uzbekistan,,Tashkent,8,23,1995,79.8
549484,Asia,Uzbekistan,,Tashkent,8,24,1995,77.2
549485,Asia,Uzbekistan,,Tashkent,8,25,1995,71.9
549486,Asia,Uzbekistan,,Tashkent,8,26,1995,73.0
549487,Asia,Uzbekistan,,Tashkent,8,27,1995,74.5
549488,Asia,Uzbekistan,,Tashkent,8,28,1995,75.3
549489,Asia,Uzbekistan,,Tashkent,8,29,1995,76.1
549490,Asia,Uzbekistan,,Tashkent,8,30,1995,76.0
549491,Asia,Uzbekistan,,Tashkent,8,31,1995,76.5
549492,Asia,Uzbekistan,,Tashkent,9,1,1995,69.3
549493,Asia,Uzbekistan,,Tashkent,9,2,1995,66.7
549494,Asia,Uzbekistan,,Tashkent,9,3,1995,66.5
549495,Asia,Uzbekistan,,Tashkent,9,4,1995,66.3
549496,Asia,Uzbekistan,,Tashkent,9,5,1995,68.7
549497,Asia,Uzbekistan,,Tashkent,9,6,1995,71.1
549498,Asia,Uzbekistan,,Tashkent,9,7,1995,71.1
549499,Asia,Uzbekistan,,Tashkent,9,8,1995,71.8
549500,Asia,Uzbekistan,,Tashkent,9,9,1995,73.2
549501,Asia,Uzbekistan,,Tashkent,9,10,1995,74.9
549502,Asia,Uzbekistan,,Tashkent,9,11,1995,71.9
549503,Asia,Uzbekistan,,Tashkent,9,12,1995,71.4
549504,Asia,Uzbekistan,,Tashkent,9,13,1995,72.0
549505,Asia,Uzbekistan,,Tashkent,9,14,1995,72.1
549506,Asia,Uzbekistan,,Tashkent,9,15,1995,72.3
549507,Asia,Uzbekistan,,Tashkent,9,16,1995,69.8
549508,Asia,Uzbekistan,,Tashkent,9,17,1995,72.2
549509,Asia,Uzbekistan,,Tashkent,9,18,1995,72.7
549510,Asia,Uzbekistan,,Tashkent,9,19,1995,73.5
549511,Asia,Uzbekistan,,Tashkent,9,20,1995,76.3
549512,Asia,Uzbekistan,,Tashkent,9,21,1995,80.3
549513,Asia,Uzbekistan,,Tashkent,9,22,1995,59.9
549514,Asia,Uzbekistan,,Tashkent,9,23,1995,58.9
549515,Asia,Uzbekistan,,Tashkent,9,24,1995,63.5
549516,Asia,Uzbekistan,,Tashkent,9,25,1995,67.2
549517,Asia,Uzbekistan,,Tashkent,9,26,1995,69.3
549518,Asia,Uzbekistan,,Tashkent,9,27,1995,61.3
549519,Asia,Uzbekistan,,Tashkent,9,28,1995,54.3
549520,Asia,Uzbekistan,,Tashkent,9,29,1995,56.9
549521,Asia,Uzbekistan,,Tashkent,9,30,1995,61.9
549522,Asia,Uzbekistan,,Tashkent,10,1,1995,64.8
549523,Asia,Uzbekistan,,Tashkent,10,2,1995,69.7
549524,Asia,Uzbekistan,,Tashkent,10,3,1995,69.0
549525,Asia,Uzbekistan,,Tashkent,10,4,1995,67.3
549526,Asia,Uzbekistan,,Tashkent,10,5,1995,66.3
549527,Asia,Uzbekistan,,Tashkent,10,6,1995,68.7
549528,Asia,Uzbekistan,,Tashkent,10,7,1995,65.1
549529,Asia,Uzbekistan,,Tashkent,10,8,1995,63.0
549530,Asia,Uzbekistan,,Tashkent,10,9,1995,64.0
549531,Asia,Uzbekistan,,Tashkent,10,10,1995,58.0
549532,Asia,Uzbekistan,,Tashkent,10,11,1995,60.8
549533,Asia,Uzbekistan,,Tashkent,10,12,1995,64.6
549534,Asia,Uzbekistan,,Tashkent,10,13,1995,58.9
549535,Asia,Uzbekistan,,Tashkent,10,14,1995,52.2
549536,Asia,Uzbekistan,,Tashkent,10,15,1995,56.5
549537,Asia,Uzbekistan,,Tashkent,10,16,1995,57.8
549538,Asia,Uzbekistan,,Tashkent,10,17,1995,39.4
549539,Asia,Uzbekistan,,Tashkent,10,18,1995,35.6
549540,Asia,Uzbekistan,,Tashkent,10,19,1995,38.4
549541,Asia,Uzbekistan,,Tashkent,10,20,1995,41.9
549542,Asia,Uzbekistan,,Tashkent,10,21,1995,49.2
549543,Asia,Uzbekistan,,Tashkent,10,22,1995,53.8
549544,Asia,Uzbekistan,,Tashkent,10,23,1995,58.5
549545,Asia,Uzbekistan,,Tashkent,10,24,1995,56.1
549546,Asia,Uzbekistan,,Tashkent,10,25,1995,45.1
549547,Asia,Uzbekistan,,Tashkent,10,26,1995,45.6
549548,Asia,Uzbekistan,,Tashkent,10,27,1995,46.4
549549,Asia,Uzbekistan,,Tashkent,10,28,1995,47.1
549550,Asia,Uzbekistan,,Tashkent,10,29,1995,49.2
549551,Asia,Uzbekistan,,Tashkent,10,30,1995,50.4
549552,Asia,Uzbekistan,,Tashkent,10,31,1995,51.3
549553,Asia,Uzbekistan,,Tashkent,11,1,1995,56.8
549554,Asia,Uzbekistan,,Tashkent,11,2,1995,56.4
549555,Asia,Uzbekistan,,Tashkent,11,3,1995,59.5
549556,Asia,Uzbekistan,,Tashkent,11,4,1995,62.9
549557,Asia,Uzbekistan,,Tashkent,11,5,1995,61.9
549558,Asia,Uzbekistan,,Tashkent,11,6,1995,61.0
549559,Asia,Uzbekistan,,Tashkent,11,7,1995,59.8
549560,Asia,Uzbekistan,,Tashkent,11,8,1995,59.4
549561,Asia,Uzbekistan,,Tashkent,11,9,1995,66.9
549562,Asia,Uzbekistan,,Tashkent,11,10,1995,62.3
549563,Asia,Uzbekistan,,Tashkent,11,11,1995,66.2
549564,Asia,Uzbekistan,,Tashkent,11,12,1995,61.1
549565,Asia,Uzbekistan,,Tashkent,11,13,1995,47.1
549566,Asia,Uzbekistan,,Tashkent,11,14,1995,51.9
549567,Asia,Uzbekistan,,Tashkent,11,15,1995,44.7
549568,Asia,Uzbekistan,,Tashkent,11,16,1995,42.2
549569,Asia,Uzbekistan,,Tashkent,11,17,1995,44.0
549570,Asia,Uzbekistan,,Tashkent,11,18,1995,47.1
549571,Asia,Uzbekistan,,Tashkent,11,19,1995,46.9
549572,Asia,Uzbekistan,,Tashkent,11,20,1995,50.2
549573,Asia,Uzbekistan,,Tashkent,11,21,1995,46.8
549574,Asia,Uzbekistan,,Tashkent,11,22,1995,45.7
549575,Asia,Uzbekistan,,Tashkent,11,23,1995,46.9
549576,Asia,Uzbekistan,,Tashkent,11,24,1995,48.5
549577,Asia,Uzbekistan,,Tashkent,11,25,1995,53.5
549578,Asia,Uzbekistan,,Tashkent,11,26,1995,56.3
549579,Asia,Uzbekistan,,Tashkent,11,27,1995,41.0
549580,Asia,Uzbekistan,,Tashkent,11,28,1995,37.4
549581,Asia,Uzbekistan,,Tashkent,11,29,1995,38.1
549582,Asia,Uzbekistan,,Tashkent,11,30,1995,37.9
549583,Asia,Uzbekistan,,Tashkent,12,1,1995,41.5
549584,Asia,Uzbekistan,,Tashkent,12,2,1995,44.3
549585,Asia,Uzbekistan,,Tashkent,12,3,1995,38.5
549586,Asia,Uzbekistan,,Tashkent,12,4,1995,42.3
549587,Asia,Uzbekistan,,Tashkent,12,5,1995,39.4
549588,Asia,Uzbekistan,,Tashkent,12,6,1995,36.7
549589,Asia,Uzbekistan,,Tashkent,12,7,1995,34.0
549590,Asia,Uzbekistan,,Tashkent,12,8,1995,33.8
549591,Asia,Uzbekistan,,Tashkent,12,9,1995,32.8
549592,Asia,Uzbekistan,,Tashkent,12,10,1995,26.8
549593,Asia,Uzbekistan,,Tashkent,12,11,1995,23.5
549594,Asia,Uzbekistan,,Tashkent,12,12,1995,24.5
549595,Asia,Uzbekistan,,Tashkent,12,13,1995,23.6
549596,Asia,Uzbekistan,,Tashkent,12,14,1995,28.3
549597,Asia,Uzbekistan,,Tashkent,12,15,1995,28.0
549598,Asia,Uzbekistan,,Tashkent,12,16,1995,37.0
549599,Asia,Uzbekistan,,Tashkent,12,17,1995,42.8
549600,Asia,Uzbekistan,,Tashkent,12,18,1995,34.0
549601,Asia,Uzbekistan,,Tashkent,12,19,1995,28.6
549602,Asia,Uzbekistan,,Tashkent,12,20,1995,30.6
549603,Asia,Uzbekistan,,Tashkent,12,21,1995,34.4
549604,Asia,Uzbekistan,,Tashkent,12,22,1995,40.3
549605,Asia,Uzbekistan,,Tashkent,12,23,1995,36.5
549606,Asia,Uzbekistan,,Tashkent,12,24,1995,26.1
549607,Asia,Uzbekistan,,Tashkent,12,25,1995,29.5
549608,Asia,Uzbekistan,,Tashkent,12,26,1995,37.9
549609,Asia,Uzbekistan,,Tashkent,12,27,1995,42.6
549610,Asia,Uzbekistan,,Tashkent,12,28,1995,45.6
549611,Asia,Uzbekistan,,Tashkent,12,29,1995,45.8
549612,Asia,Uzbekistan,,Tashkent,12,30,1995,47.3
549613,Asia,Uzbekistan,,Tashkent,12,31,1995,46.3
549614,Asia,Uzbekistan,,Tashkent,1,1,1996,47.4
549615,Asia,Uzbekistan,,Tashkent,1,2,1996,41.7
549616,Asia,Uzbekistan,,Tashkent,1,3,1996,33.4
549617,Asia,Uzbekistan,,Tashkent,1,4,1996,40.6
549618,Asia,Uzbekistan,,Tashkent,1,5,1996,42.0
549619,Asia,Uzbekistan,,Tashkent,1,6,1996,48.8
549620,Asia,Uzbekistan,,Tashkent,1,7,1996,53.5
549621,Asia,Uzbekistan,,Tashkent,1,8,1996,38.9
549622,Asia,Uzbekistan,,Tashkent,1,9,1996,25.1
549623,Asia,Uzbekistan,,Tashkent,1,10,1996,11.7
549624,Asia,Uzbekistan,,Tashkent,1,11,1996,15.9
549625,Asia,Uzbekistan,,Tashkent,1,12,1996,20.3
549626,Asia,Uzbekistan,,Tashkent,1,13,1996,20.0
549627,Asia,Uzbekistan,,Tashkent,1,14,1996,18.9
549628,Asia,Uzbekistan,,Tashkent,1,15,1996,22.8
549629,Asia,Uzbekistan,,Tashkent,1,16,1996,22.3
549630,Asia,Uzbekistan,,Tashkent,1,17,1996,26.4
549631,Asia,Uzbekistan,,Tashkent,1,18,1996,29.1
549632,Asia,Uzbekistan,,Tashkent,1,19,1996,32.8
549633,Asia,Uzbekistan,,Tashkent,1,20,1996,37.5
549634,Asia,Uzbekistan,,Tashkent,1,21,1996,32.7
549635,Asia,Uzbekistan,,Tashkent,1,22,1996,32.7
549636,Asia,Uzbekistan,,Tashkent,1,23,1996,30.2
549637,Asia,Uzbekistan,,Tashkent,1,24,1996,28.2
549638,Asia,Uzbekistan,,Tashkent,1,25,1996,28.6
549639,Asia,Uzbekistan,,Tashkent,1,26,1996,26.0
549640,Asia,Uzbekistan,,Tashkent,1,27,1996,30.9
549641,Asia,Uzbekistan,,Tashkent,1,28,1996,31.8
549642,Asia,Uzbekistan,,Tashkent,1,29,1996,33.3
549643,Asia,Uzbekistan,,Tashkent,1,30,1996,40.4
549644,Asia,Uzbekistan,,Tashkent,1,31,1996,42.4
549645,Asia,Uzbekistan,,Tashkent,2,1,1996,46.2
549646,Asia,Uzbekistan,,Tashkent,2,2,1996,46.8
549647,Asia,Uzbekistan,,Tashkent,2,3,1996,22.4
549648,Asia,Uzbekistan,,Tashkent,2,4,1996,19.7
549649,Asia,Uzbekistan,,Tashkent,2,5,1996,26.2
549650,Asia,Uzbekistan,,Tashkent,2,6,1996,40.0
549651,Asia,Uzbekistan,,Tashkent,2,7,1996,39.8
549652,Asia,Uzbekistan,,Tashkent,2,8,1996,49.6
549653,Asia,Uzbekistan,,Tashkent,2,9,1996,50.6
549654,Asia,Uzbekistan,,Tashkent,2,10,1996,53.7
549655,Asia,Uzbekistan,,Tashkent,2,11,1996,43.2
549656,Asia,Uzbekistan,,Tashkent,2,12,1996,26.8
549657,Asia,Uzbekistan,,Tashkent,2,13,1996,25.4
549658,Asia,Uzbekistan,,Tashkent,2,14,1996,22.6
549659,Asia,Uzbekistan,,Tashkent,2,15,1996,19.8
549660,Asia,Uzbekistan,,Tashkent,2,16,1996,23.3
549661,Asia,Uzbekistan,,Tashkent,2,17,1996,29.5
549662,Asia,Uzbekistan,,Tashkent,2,18,1996,41.8
549663,Asia,Uzbekistan,,Tashkent,2,19,1996,47.2
549664,Asia,Uzbekistan,,Tashkent,2,20,1996,48.8
549665,Asia,Uzbekistan,,Tashkent,2,21,1996,46.3
549666,Asia,Uzbekistan,,Tashkent,2,22,1996,41.8
549667,Asia,Uzbekistan,,Tashkent,2,23,1996,40.2
549668,Asia,Uzbekistan,,Tashkent,2,24,1996,36.2
549669,Asia,Uzbekistan,,Tashkent,2,25,1996,30.0
549670,Asia,Uzbekistan,,Tashkent,2,26,1996,22.5
549671,Asia,Uzbekistan,,Tashkent,2,27,1996,19.8
